time,length,frequency,pan,gain,voice,event
0.0,0.027777777777777776,0.7359134400188866,0.4878048780487805,0.011087267525035764,60,0
0.0,0.027777777777777776,0.7364303678909112,0.0,0.023605150214592273,61,0
0.0,0.027777777777777776,0.34912117769658885,-0.24390243902439024,0.7997138769670958,70,0
0.0,0.027777777777777776,0.6080151090591027,-0.4878048780487805,0.023605150214592273,63,0
0.0,0.027777777777777776,0.6664996896936021,0.4878048780487805,0.7997138769670958,64,0
0.0,0.027777777777777776,0.47805193180402145,-0.24390243902439024,0.7997138769670958,69,0
0.0,0.3645833333333333,0.6616119839800235,0.4390243902439024,0.7997138769670958,78,0
0.0,0.027777777777777776,0.5730694616111026,-0.4878048780487805,0.7997138769670958,67,0
0.0,0.027777777777777776,0.35270986314937586,0.24390243902439024,0.7997138769670958,71,0
0.0,0.3645833333333333,0.6613223274051613,0.4390243902439024,0.7997138769670958,79,0
0.0,0.027777777777777776,0.606982685911454,0.0,0.023605150214592273,62,0
0.0,0.3645833333333333,0.6081973382575228,0.4390243902439024,0.7997138769670958,80,0
0.0,0.3645833333333333,0.607811229640277,0.4390243902439024,0.7997138769670958,81,0
0.0,0.027777777777777776,0.6412191584416286,0.0,0.7997138769670958,65,0
0.0,0.027777777777777776,0.6292360226407855,0.4878048780487805,0.7997138769670958,66,0
0.0,0.3645833333333333,0.5329704360872174,0.4390243902439024,0.7997138769670958,82,0
0.0,0.3645833333333333,0.5323915732977287,0.4390243902439024,0.7997138769670958,83,0
0.0,0.027777777777777776,0.47856885967604623,0.24390243902439024,0.7997138769670958,68,0
0.027777777777777776,0.027777777777777776,0.6248328314877736,0.4878048780487805,0.7997138769670958,66,1
0.027777777777777776,0.027777777777777776,0.5686580036302602,-0.4878048780487805,0.7997138769670958,67,1
0.027777777777777776,0.027777777777777776,0.6025712279306116,0.0,0.023605150214592273,62,1
0.027777777777777776,0.027777777777777776,0.6036283589550593,-0.4878048780487805,0.023605150214592273,63,1
0.027777777777777776,0.027777777777777776,0.3483836885361918,0.24390243902439024,0.7997138769670958,71,1
0.027777777777777776,0.027777777777777776,0.7315019820380442,0.4878048780487805,0.011087267525035764,60,1
0.027777777777777776,0.027777777777777776,0.4741697903286016,0.24390243902439024,0.7997138769670958,68,1
0.027777777777777776,0.027777777777777776,0.6368154515197356,0.0,0.7997138769670958,65,1
0.027777777777777776,0.027777777777777776,0.7320312985434668,0.0,0.023605150214592273,61,1
0.027777777777777776,0.027777777777777776,0.473640473823179,-0.24390243902439024,0.7997138769670958,69,1
0.027777777777777776,0.027777777777777776,0.3447097197157464,-0.24390243902439024,0.7997138769670958,70,1
0.027777777777777776,0.027777777777777776,0.6620949977864101,0.4878048780487805,0.7997138769670958,64,1
0.05555555555555555,0.027777777777777776,0.5199720210061043,0.24390243902439024,0.7997138769670958,68,2
0.05555555555555555,0.027777777777777776,0.6493155143943558,-0.4878048780487805,0.023605150214592273,63,2
0.05555555555555555,0.027777777777777776,0.6706735501592943,0.4878048780487805,0.7997138769670958,66,2
0.05555555555555555,0.027777777777777776,0.5195583638462181,-0.24390243902439024,0.7997138769670958,69,2
0.05555555555555555,0.027777777777777776,0.7778335292209695,0.0,0.023605150214592273,61,2
0.05555555555555555,0.027777777777777776,0.682660985762052,0.0,0.7997138769670958,65,2
0.05555555555555555,0.027777777777777776,0.39062760973878546,-0.24390243902439024,0.7997138769670958,70,2
0.05555555555555555,0.027777777777777776,0.7079497282154289,0.4878048780487805,0.7997138769670958,64,2
0.05555555555555555,0.027777777777777776,0.6145758936532992,-0.4878048780487805,0.7997138769670958,67,2
0.05555555555555555,0.027777777777777776,0.7774198720610833,0.4878048780487805,0.011087267525035764,60,2
0.05555555555555555,0.027777777777777776,0.39350407571425994,0.24390243902439024,0.7997138769670958,71,2
0.05555555555555555,0.027777777777777776,0.6484891179536507,0.0,0.023605150214592273,62,2
