time,length,frequency,pan,gain,voice,event
0.5,0.5,0.5724734376540449,0.5909090909090908,0.0,24,1
0.5,0.5,0.35871015648106713,0.4545454545454546,1.0,27,1
0.5,0.5,0.5724734376540449,0.8636363636363635,0.0,25,1
0.5,0.5,0.35871015648106713,1.0,1.0,26,1
1.0,0.5,0.6087971635156764,0.8636363636363635,0.0,25,2
1.0,0.5,0.3950338823426986,0.4545454545454546,1.0,27,2
1.0,0.5,0.6087971635156764,0.5909090909090908,0.0,24,2
1.0,0.5,0.3950338823426986,1.0,1.0,26,2
1.5,0.5,0.4275265623459553,0.4545454545454546,1.0,27,3
1.5,0.5,0.641289843518933,0.8636363636363635,0.0,25,3
1.5,0.5,0.4275265623459553,1.0,1.0,26,3
1.5,0.5,0.641289843518933,0.5909090909090908,0.0,24,3
2.0,0.75,0.6611932153097179,0.5909090909090908,0.0,24,4
2.0,0.75,0.4474299341367401,0.4545454545454546,1.0,27,4
2.0,0.75,0.6611932153097179,0.8636363636363635,0.0,25,4
2.0,0.75,0.4474299341367401,1.0,1.0,26,4
2.75,0.125,0.6975169411713493,0.5909090909090908,0.0,24,5
2.75,0.125,0.4837536599983719,1.0,1.0,26,5
2.75,0.125,0.6975169411713493,0.8636363636363635,0.0,25,5
2.75,0.125,0.4837536599983719,0.4545454545454546,1.0,27,5
2.875,0.125,0.4474299341367401,1.0,1.0,26,6
2.875,0.125,0.6611932153097179,0.5909090909090908,0.0,24,6
2.875,0.125,0.4474299341367401,0.4545454545454546,1.0,27,6
2.875,0.125,0.6611932153097179,0.8636363636363635,0.0,25,6
3.0,0.5,0.4275265623459553,1.0,1.0,26,7
3.0,0.5,0.641289843518933,0.5909090909090908,0.0,24,7
3.0,0.5,0.4275265623459553,0.4545454545454546,1.0,27,7
3.0,0.5,0.641289843518933,0.8636363636363635,0.0,25,7
3.5,0.5,0.730009621174606,0.8636363636363635,0.0,25,8
3.5,0.5,0.730009621174606,0.5909090909090908,0.0,24,8
3.5,0.5,0.5162463400016283,1.0,1.0,26,8
3.5,0.5,0.5162463400016283,0.4545454545454546,1.0,27,8
4.0,0.5,0.3950338823426986,0.4545454545454546,1.0,27,9
4.0,0.5,0.6087971635156764,0.8636363636363635,0.0,25,9
4.0,0.5,0.3950338823426986,1.0,1.0,26,9
4.0,0.5,0.6087971635156764,0.5909090909090908,0.0,24,9
4.5,0.75,0.4837536599983719,0.4545454545454546,1.0,27,10
4.5,0.75,0.4837536599983719,1.0,1.0,26,10
4.5,0.75,0.6975169411713493,0.8636363636363635,0.0,25,10
4.5,0.75,0.6975169411713493,0.5909090909090908,0.0,24,10
5.25,0.25,0.730009621174606,0.8636363636363635,0.0,25,11
5.25,0.25,0.730009621174606,0.5909090909090908,0.0,24,11
5.25,0.25,0.5162463400016283,0.4545454545454546,1.0,27,11
5.25,0.25,0.5162463400016283,1.0,1.0,26,11
5.5,0.25,0.6975169411713493,0.5909090909090908,0.0,24,12
5.5,0.25,0.4837536599983719,1.0,1.0,26,12
5.5,0.25,0.6975169411713493,0.8636363636363635,0.0,25,12
5.5,0.25,0.4837536599983719,0.4545454545454546,1.0,27,12
5.75,0.25,0.6611932153097179,0.8636363636363635,0.0,25,13
5.75,0.25,0.6611932153097179,0.5909090909090908,0.0,24,13
5.75,0.25,0.4474299341367401,0.4545454545454546,1.0,27,13
5.75,0.25,0.4474299341367401,1.0,1.0,26,13
6.0,0.25,0.4275265623459553,1.0,1.0,26,14
6.0,0.25,0.641289843518933,0.8636363636363635,0.0,25,14
6.0,0.25,0.641289843518933,0.5909090909090908,0.0,24,14
6.0,0.25,0.4275265623459553,0.4545454545454546,1.0,27,14
6.25,0.25,0.6611932153097179,0.8636363636363635,0.0,25,15
6.25,0.25,0.4474299341367401,1.0,1.0,26,15
6.25,0.25,0.4474299341367401,0.4545454545454546,1.0,27,15
6.25,0.25,0.6611932153097179,0.5909090909090908,0.0,24,15
6.5,0.25,0.641289843518933,0.8636363636363635,0.0,25,16
6.5,0.5,0.4837536599983719,-0.4545454545454546,1.0,22,2
6.5,0.25,0.641289843518933,0.5909090909090908,0.0,24,16
6.5,0.25,0.4275265623459553,1.0,1.0,26,16
6.5,0.5,0.6975169411713493,-0.5909090909090908,0.0,21,2
6.5,0.5,0.6975169411713493,-0.8636363636363636,0.0,20,2
6.5,0.25,0.4275265623459553,0.4545454545454546,1.0,27,16
6.5,0.5,0.4837536599983719,-1.0,1.0,23,2
6.75,0.25,0.6087971635156764,0.5909090909090908,0.0,24,17
6.75,0.25,0.3950338823426986,1.0,1.0,26,17
6.75,0.25,0.3950338823426986,0.4545454545454546,1.0,27,17
6.75,0.25,0.6087971635156764,0.8636363636363635,0.0,25,17
7.0,0.5,0.730009621174606,-0.8636363636363636,0.0,20,3
7.0,0.5,0.5162463400016283,-1.0,1.0,23,3
7.0,0.5,0.730009621174606,-0.5909090909090908,0.0,21,3
7.0,0.25,0.35871015648106713,1.0,1.0,26,18
7.0,0.25,0.5724734376540449,0.8636363636363635,0.0,25,18
7.0,0.25,0.5724734376540449,0.5909090909090908,0.0,24,18
7.0,0.5,0.5162463400016283,-0.4545454545454546,1.0,22,3
7.0,0.25,0.35871015648106713,0.4545454545454546,1.0,27,18
7.25,0.25,0.3950338823426986,1.0,1.0,26,19
7.25,0.25,0.6087971635156764,0.8636363636363635,0.0,25,19
7.25,0.25,0.3950338823426986,0.4545454545454546,1.0,27,19
7.25,0.25,0.6087971635156764,0.5909090909090908,0.0,24,19
7.5,0.25,0.35871015648106713,1.0,1.0,26,20
7.5,0.25,0.5724734376540449,0.5909090909090908,0.0,24,20
7.5,0.5,0.7663333470362378,-0.5909090909090908,0.0,21,4
7.5,0.5,0.7663333470362378,-0.8636363636363636,0.0,20,4
7.5,0.25,0.5724734376540449,0.8636363636363635,0.0,25,20
7.5,0.25,0.35871015648106713,0.4545454545454546,1.0,27,20
7.5,0.5,0.5525700658632601,-0.4545454545454546,1.0,22,4
7.5,0.5,0.5525700658632601,-1.0,1.0,23,4
7.75,0.25,0.3388067846902823,0.4545454545454546,1.0,27,21
7.75,0.25,0.5525700658632601,0.8636363636363635,0.0,25,21
7.75,0.25,0.5525700658632601,0.5909090909090908,0.0,24,21
7.75,0.25,0.3388067846902823,1.0,1.0,26,21
8.0,0.75,0.7862367188270226,-0.8636363636363636,0.0,20,5
8.0,0.5,0.5162463400016283,0.8636363636363635,0.0,25,22
8.0,0.75,0.5724734376540449,-1.0,1.0,23,5
8.0,0.5,0.30248305882865056,0.4545454545454546,1.0,27,22
8.0,0.75,0.5724734376540449,-0.4545454545454546,1.0,22,5
8.0,0.75,0.7862367188270226,-0.5909090909090908,0.0,21,5
8.0,0.5,0.30248305882865056,1.0,1.0,26,22
8.0,0.5,0.5162463400016283,0.5909090909090908,0.0,24,22
8.5,0.5,0.460019242349212,1.0,1.0,26,23
8.5,0.5,0.6737825235221897,0.8636363636363635,0.0,25,23
8.5,0.5,0.460019242349212,0.4545454545454546,1.0,27,23
8.5,0.5,0.6737825235221897,0.5909090909090908,0.0,24,23
8.75,0.125,0.8225604446886541,-0.8636363636363636,0.0,20,6
8.75,0.125,0.6087971635156764,-0.4545454545454546,1.0,22,6
8.75,0.125,0.8225604446886541,-0.5909090909090908,0.0,21,6
8.75,0.125,0.6087971635156764,-1.0,1.0,23,6
8.875,0.125,0.7862367188270226,-0.5909090909090908,0.0,21,7
8.875,0.125,0.5724734376540449,-1.0,1.0,23,7
8.875,0.125,0.7862367188270226,-0.8636363636363636,0.0,20,7
8.875,0.125,0.5724734376540449,-0.4545454545454546,1.0,22,7
9.0,1.5,0.4837536599983719,0.4545454545454546,1.0,27,24
9.0,0.5,0.7663333470362378,-0.5909090909090908,0.0,21,8
9.0,1.5,0.6975169411713493,0.8636363636363635,0.0,25,24
9.0,0.5,0.5525700658632601,-1.0,1.0,23,8
9.0,0.5,0.5525700658632601,-0.4545454545454546,1.0,22,8
9.0,1.5,0.6975169411713493,0.5909090909090908,0.0,24,24
9.0,0.5,0.7663333470362378,-0.8636363636363636,0.0,20,8
9.0,1.5,0.4837536599983719,1.0,1.0,26,24
9.5,0.5,0.641289843518933,-0.4545454545454546,1.0,22,9
9.5,0.5,0.641289843518933,-1.0,1.0,23,9
